workbook,dropdowns,numbers,booleans,dates,strings,xrefs,total,composite
3.458535.HHURZKWOE0WOUFJ4MPPUDBNYW1WVZ2KRB.1.xlsx,0,2945,0,9,264,0,3219,9.26
3.458548.PNA4YGVFEBJ1KUMURE5GWI2SW1MT2LAXB.1.xlsx,0,2557,0,7,231,0,2796,9.25
3.459053.GVTX4ZUBE2JJFMBN2OX4NGOSDXPNHLSEB.1.xlsm,0,798,0,106,353,0,1257,7.47
3.459080.LYIE1HVP05ZZD4U4SI3TFDCPZRL21VPQB.1.xlsm,0,795,0,109,367,0,1271,7.40
3.459156.IHLRVKTXWOGBJSCUMESWBS4B5WUTRMEJB.1.xlsm,0,807,0,122,410,0,1339,7.24
3.459175.JZTN0AI3LEJYW02D10F20YUCS0EEF5NNB.1.xlsm,0,6684,0,129,431,0,7244,9.46
3.459176.BFZUBUD2VQ2QV53IILETB2COSUAA3YJCB.1.xlsm,0,6677,0,135,452,0,7264,9.44
3.459224.HAZUG3QEMF1TTHWCRWWZW0DLELHAM5CRB.1.xlsm,0,6664,0,150,492,0,7306,9.39
3.459226.FDVMGTCLQQI2OLOSXSURMYNG1E5T3VA2A.1.xlsm,0,6661,0,154,502,0,7317,9.38
3.459283.D32MZBR4LTDASAWM52IMBBNANSJUIAVAA.1.xlsm,0,6661,0,220,680,0,7561,9.19
3.459322.OJ2RTVBLIBA55TKBLKJSK5L5PBZIODIPB.1.xlsm,0,6667,0,228,696,0,7591,9.17
3.459371.NT1S4FEXEQKNKL14TRZ4XFRSHYTZ55SRB.1.xlsm,0,6674,0,238,719,0,7631,9.15
3.459507.ASJ2E4UZB2DRW2CIYMKBV4ZDBIYKE0A0A.1.xlsm,0,13344,0,273,834,0,14451,9.48
3.459517.D5PYD4H1HDW0I15JIVW3PFQ0NGR0HBM1A.1.xlsx,0,2557,0,7,231,0,2796,9.25
3.459550.P5WCZVT0V4XX2JGY2TALFJL0KOJ4XXS1B.1.xlsm,0,19024,0,277,846,0,20147,9.62
3.459659.HEKPHZNEKQ5LORMYF4W4F2YJ34RQGHRNA.1.xlsm,0,19300,0,300,912,0,20512,9.60
3.459751.EP3FTT3BDYDC45EQHK3IKZINZZ5N0EVEA.1.xlsm,0,19310,0,318,971,0,20599,9.58
3.459870.GAKLKYCUFSEEVNB3LAJD3MA3AT2MDBGRB.1.xlsm,0,24461,0,353,1065,0,25879,9.63
3.460031.P1VNKYU21WYXQP252EYMXJO4CFA0AAX3B.1.xlsm,0,47592,0,531,1612,0,49735,9.71
3.460100.PYD0HDXZUM00N2MEETEWIGDL1A15K2QDA.1.xlsm,0,47578,0,563,1652,0,49793,9.70
3.460177.JS4KYQXBBMYJLN2X2KCJDWBBV0EDJFTDA.1.xlsm,0,47567,0,575,1684,0,49826,9.70
3.460212.FYLBPQNF5PWO2YPDM2GP5LAZD44S1G3JA.1.xlsm,0,47555,0,584,1711,0,49850,9.69
3.460238.DH4LF1L35HQCRSACOTHFPTHG0Y3F0014A.1.xlsm,0,47556,0,584,1716,0,49856,9.69
3.460239.LX2EZWWF5HCQP4LXVMWDVRETGKDRM4OZA.1.xlsm,0,47521,0,614,1826,0,49961,9.67
3.460285.BF4FFLKCSDNYR24FE5TZBVZ3MBI31I1QB.1.xlsm,0,47532,0,606,1793,0,49931,9.68
3.461518.CB4OT0T0ICPLUNKIES1TG3QP4UDQTZM2A.1.xlsm,0,798,0,106,353,0,1257,7.47
3.461547.FTJ2ZYML2A2M1KEZ2COUBMH3T14TLXH0A.1.xlsm,0,807,0,122,410,0,1339,7.24
3.461556.HUBYJKPTV5FNRWTHDQU4RHUMJYUWEQERB.1.xlsm,0,6684,0,129,431,0,7244,9.46
3.461570.DVRY4QYBV2KBWWALS4VDCIIZGAQWIRWRB.1.xlsm,0,6677,0,135,452,0,7264,9.44
3.461584.KCELZTD0TKVRKLDFZRSHM4J3CIOWQJFIA.1.xlsm,0,6664,0,150,492,0,7306,9.39
3.461595.LQ2LGAQCGW0ASPKF5WG4BPKWQFX4JSKIA.1.xlsm,0,6661,0,154,502,0,7317,9.38
3.461623.CHOQVNJSZQWEM0P0YN3WN4GOOJNG3FLKA.1.xlsm,0,6674,0,238,719,0,7631,9.15
3.461637.IRP5SKSSNDIIXYLZOIXS0OO3DQ3QXFP2B.1.xlsm,0,13344,0,273,834,0,14451,9.48
3.461694.HAF41OCL1KXCAMLM5PD21XYZUHSNTEXOB.1.xlsx,0,2557,0,7,231,0,2796,9.25
3.461728.LNHIFTVTDMJ21CF12VKHXMZLZ5IGBF22B.1.xlsm,0,19300,0,300,912,0,20512,9.60
3.461735.BS1S2WCZMTUY444BLP525T3AKOLGB2IEA.1.xlsm,0,19301,0,304,923,0,20528,9.60
3.461808.IPMCFIMUUG5EYVBIIARF5S00MWB4JV0IB.1.xlsm,0,19309,0,314,960,0,20583,9.58
3.461812.DSQVV2C1HO5OQHC440RUQ1OLY01AOX55B.1.xlsm,0,19310,0,318,971,0,20599,9.58
3.461823.DQKSSR4K4JSA4OV5W5NOTZRI5P2I24PDB.1.xlsm,0,32276,0,337,1014,0,33627,9.73
3.461885.KE1MYDZTSZPASVBQJEGNI1X00B20WLLPB.1.xlsm,0,24461,0,353,1065,0,25879,9.63
3.461896.NBBSI1PLIOAASYFYJJZAM4DYKZ0QI4KMA.1.xlsm,0,33520,0,371,1117,0,35008,9.71
3.461953.BAKPGONITNVJHYQOBQXLBRIB1VMRSE51B.1.xlsm,0,33517,0,412,1244,0,35173,9.68
3.462083.AYQBH2VRNSORGUREMVL0L51RKSTMFWC1B.2.xlsm,0,33645,0,479,1424,0,35548,9.64
3.462102.NKUXNZYVK2ZXUQJANPGIZJRAQXSBUF0FA.1.xlsm,0,47618,0,491,1490,0,49599,9.73
3.462154.AIRBKOEACRGEEKDXEZG2RB4JXP1JDHV2A.1.xlsm,0,47618,0,507,1531,0,49656,9.72
3.462374.MKKJ31GNOLRJOY2PDJG1G3OGA34R3INAA.1.xlsx,0,2557,0,7,231,0,2796,9.25
3.462389.BB0FILNG1LBPNJQDYCCJQ3MQAUOYL153A.1.xlsx,0,2945,0,9,264,0,3219,9.26
3.462416.ICPRPHTTNJ0E5GXINY12C44PSA0MHJ02A.1.xlsx,0,4079,0,12,363,0,4455,9.26
3.462759.N2XR2CFHNILETENI54MFLLPR1M4HONKCB.1.xlsx,0,280,0,184,58,0,522,9.00
3.463233.KK2S5RZJ5BBGOA2E1XTXKZUO3FC02DHSA.1.xlsm,0,807,0,122,410,0,1339,7.24
3.463234.LYOPMCSBDN0DQ4UZCCU2TXDMT4Z3J1MRA.1.xlsm,0,6677,0,135,452,0,7264,9.44
3.463238.BYOC5RDUG4CNWGJGQ0DDE5XH0KBF5MMYB.1.xlsm,0,6684,0,129,431,0,7244,9.46
3.463415.ECPGTFYVNCR3NBTQCMIHGDVL0HDBW2B0A.1.xlsm,0,795,0,109,367,0,1271,7.40
3.463416.AGDBKTQWTO4CR31RCNWVYDV3ML1IH2VTA.1.xlsm,0,798,0,106,353,0,1257,7.47
3.463417.GUBYATVK4HKXCF0FIA5JIZZY5IUBPCOIB.1.xlsm,0,6664,0,150,492,0,7306,9.39
3.463418.BRJ24JBCI3EPTPVSMHI5CDCKJLRL2PCEA.1.xlsm,0,6661,0,154,502,0,7317,9.38
3.463420.PYUZPLRTHTY20V0VEVXHISJUBZTONS4VA.1.xlsm,0,6667,0,228,696,0,7591,9.17
3.463422.NNQG4NEGHOXWXCQ30R2BOM52YDOBDVDQA.1.xlsm,0,6661,0,220,680,0,7561,9.19
3.463426.A0HKE5TDQ5TBM4NLSPH0LC24GMTDK2IRA.1.xlsm,0,6674,0,238,719,0,7631,9.15
3.463427.EZYX5AZHOYYE0DDR11V2ZOXIR0D1CWSMA.1.xlsm,0,13344,0,273,834,0,14451,9.48
3.463428.LEY1LM2YOMZWEY5OI5UQV4SLRYJM3P3FB.1.xlsm,0,19024,0,277,846,0,20147,9.62
3.463431.P5WP3FOBGXMED1Q2TS0HEQR2ASXELEX3A.1.xlsm,0,19300,0,300,912,0,20512,9.60
3.463432.MXCIHPZCNXEONYMSHU2LGLAQKLRMJTDWB.1.xlsm,0,19310,0,318,971,0,20599,9.58
3.463437.C1P2EJH2CWUKPBL2RJ0ZHLIBK2BCU5QJA.1.xlsm,0,24461,0,353,1065,0,25879,9.63
3.463440.NSAKBEDLQO2MPQF0GWU0XDEBIGU4AQJXB.1.xlsm,0,33520,0,371,1117,0,35008,9.71
3.463443.NZ42VTPLDCCQWPOAVUIBDV4CYF3KHCWTB.1.xlsm,0,33517,0,412,1244,0,35173,9.68
3.463444.CINLHEJHQAZZFQLVJOHIXQPF0LDMTAXPA.1.xlsm,0,33497,0,432,1304,0,35233,9.67
3.463446.G3ULAS1DGJJSAFAQ32OBIBJAXYEYE5JGA.1.xlsm,0,19301,0,304,923,0,20528,9.60
3.463447.AZXET4J44NMLQWJGIP2CTZWKBCHZBC1HB.1.xlsm,0,47622,0,487,1479,0,49588,9.73
3.463448.CECFWHKT05ZFRBCODHAUQJ24VEDY51VFA.1.xlsm,0,19309,0,314,960,0,20583,9.58
3.463452.BASYWSCJ3O4PFRBD041CE10K4IKXKA5RA.1.xlsm,0,47618,0,491,1490,0,49599,9.73
3.463453.LNWYBVMWOIQ5BLSFUIMMMQTTWIY53YQDA.1.xlsm,0,47618,0,507,1531,0,49656,9.72
3.463454.IX5WUTEEJPHXJGONFVPNVLIZZRRLJ4FYB.1.xlsm,0,47598,0,524,1593,0,49715,9.71
3.463459.DBTCOZV1XDV3JPEI1L0HNVEH5HHXJER3A.1.xlsm,0,47592,0,531,1612,0,49735,9.71
3.463460.PCKHRBMDAA4LPCDWQ00HML2RJ4GTHNIRB.1.xlsm,0,47578,0,563,1652,0,49793,9.70
3.463468.F3PGILUHA05SXFU2JV3G43QXSYRHOVPPB.1.xlsm,0,32276,0,337,1014,0,33627,9.73
3.463471.PT3X5MT3K0CMO4LVOMB232052LTKPRRDA.1.xlsm,0,32983,0,344,1035,0,34362,9.73
3.463472.GBFUVFRQBPAQMHCWKFC5MKVJGML1MS2ZB.2.xlsm,0,33645,0,479,1424,0,35548,9.64
3.463473.GP2V2ELQPUMJU04XC4DLZ4X3URQFGQ4XB.1.xlsm,0,47574,0,567,1663,0,49804,9.70
3.463478.NYBL0MIXHQPMUBZVIZME1ULW1WYL13HOB.1.xlsm,0,47567,0,575,1684,0,49826,9.70
3.463480.INSDXA0C4AB1ED03WHNPT5C0AZKCDWO3B.1.xlsm,0,47555,0,584,1711,0,49850,9.69
3.463482.FGNAIAQOBQE0M4ZNQESZRDLGU4TVIAJGA.1.xlsm,0,47556,0,584,1716,0,49856,9.69
3.463484.MMDYCVEN4KDMMJ5GQOS3YJXYCGSHGAWAA.1.xlsm,0,47532,0,606,1793,0,49931,9.68
3.463487.G00A14FPS3ZOS4KVVCKVNIORFNRJQ12VB.1.xlsm,0,47521,0,614,1826,0,49961,9.67
3.464814.MLF1AJOVIWJURHOWSQWOXQYMFOAKESPVA.1.xlsm,0,47578,0,563,1652,0,49793,9.70
3.464944.BIE1FQRWRI40EX0H2RTJ5NX3GKXFFLNFA.1.xlsm,0,47567,0,575,1684,0,49826,9.70
3.464995.OPCL4Y4OLTFXK1XQ3RXD4MVECKCOXMSSA.1.xlsm,0,47555,0,584,1711,0,49850,9.69
3.465007.AED0JC1JIXJE2IEUAXRCZMSBNNFT5V3WB.1.xlsm,0,47556,0,584,1716,0,49856,9.69
3.465104.IMHD4HATODH1DQRDHOGRFASTVNCAINVRA.1.xlsm,0,47532,0,606,1793,0,49931,9.68
3.465117.BPQ3ZS5V3IVI2KOQM1ITCIM3ABX0VSK2B.1.xlsm,0,47521,0,614,1826,0,49961,9.67
3.466482.JQZLEXKGXATIO4FYFUKGR1JAZX2HMUQ4A.1.xlsx,0,280,0,184,58,0,522,9.00
3.466840.IOSLJFLYGFMGHYLZCRBE1WB4KB2XEEXTB.1.xlsm,0,19301,0,304,923,0,20528,9.60
3.467059.PA5K4GJFCLL01FBHIEXWLKKWO50DLDY4B.1.xlsm,0,32983,0,344,1035,0,34362,9.73
3.467265.HLZ1IKIWOFLOBZTZI3NVJCRY2RFMTMBZB.1.xlsm,0,32276,0,337,1014,0,33627,9.73
3.467365.AXISKJV1GDSL0WPUDGKDCKBFJROQXBEYB.1.xlsx,0,2945,0,9,264,0,3219,9.26
3.467398.N2NRN5UR12D4L2DAJGCRNDRPLUMAUB0HB.1.xlsx,0,4079,0,12,363,0,4455,9.26
3.467456.K52THECMV1J04IPADXZGPPERDGUNACKLA.1.xlsm,0,19309,0,314,960,0,20583,9.58
3.467800.HVAGFSJ12QNVH5XAWP5KWDMEUOLPEF14B.1.xlsm,0,47574,0,567,1663,0,49804,9.70
3.468333.IIHZMHZIDHR0N5Q2VYG1ZQBF20Z5BT0JA.2.xlsm,0,33645,0,479,1424,0,35548,9.64
3.468795.PWS1PJBHVYUMDPBHOZPH15UFMFQPM11HA.1.xlsm,0,6667,0,228,696,0,7591,9.17
3.468825.J000CIPVJZL1KROJZWR20DCNWBWFDT0AA.1.xlsm,0,6661,0,220,680,0,7561,9.19
3.468895.P2BXGNJB04E3V2SM1HJH4KFUQ2AEBF3SB.1.xlsx,0,2945,0,9,264,0,3219,9.26
3.468934.FOVOREB0P3B0QTRGLZDYBS1CYNFGW3OOA.1.xlsx,0,4079,0,12,363,0,4455,9.26
3.469085.DRGZAJBB5V3GE4V3R1JDOR1R3X5YSRXLB.1.xlsm,0,795,0,109,367,0,1271,7.40
3.469636.FMDOAPT1FZJKLC2DRVIQ5NES5CJQ4IT3A.1.xlsm,0,33497,0,432,1304,0,35233,9.67
3.469705.ELZOM40YHR3XDXPR04RPDTVLIMTFVUVDA.1.xlsm,0,47622,0,487,1479,0,49588,9.73
3.469815.MSICUXRXVFYYIEGVT1PQCARFUJ131NMIB.1.xlsm,0,47574,0,567,1663,0,49804,9.70
3.469853.AOYBTBOKJCQRVIYFPT23OOAXPJJGDCVXA.1.xlsm,0,19024,0,277,846,0,20147,9.62
3.470003.P0NPV1EH0NZJEQCLNXLTC4YLV2MSYIWRA.1.xlsm,0,32983,0,344,1035,0,34362,9.73
3.470256.CURRJJIDPALSTEFF14M1MDR2MYQRA3G4B.1.xlsx,0,280,0,184,58,0,522,9.00
3.470340.D4FDJKVEAKJ0MUZ4JPDBOKAAZFT2Y0SVB.1.xlsx,0,384,0,27,285,90,741,18.08
3.470374.ICXHZGUW1QNRNCYDBRDB0GGNEPC2FJSGB.1.xlsx,0,384,0,27,285,90,741,18.08
3.470382.FOMPDM2CB3SH45L3HK14WQIBFZMKUAYUB.1.xlsx,0,389,0,27,270,100,736,19.61
3.470387.LE24MYL00TXXLBNGEM2OKN2355H0PLLYA.1.xlsx,0,389,0,27,272,100,738,19.56
3.470389.FUIJUUAKBTLCOZQCINFO4J2GEU2TMY01A.1.xlsx,0,389,0,27,270,100,736,19.61
3.470392.EB5WLFEJ4UBNTPQVV2SO5AYDAIXFAQG2B.1.xlsx,0,389,0,27,272,100,738,19.56
3.470394.IXBP4AVOV4HD4W5FA2ECDMDCW5F5N4PFB.1.xlsx,0,389,0,26,273,100,738,19.54
3.470395.C3PZSDOYZ5CBG1TA2QT0G4O0B3MKKCERB.1.xlsx,0,389,0,27,272,100,738,19.56
3.470402.DHE2K01WSNUFH1251WRTRCKMNVB2AFVSB.1.xlsx,0,400,0,27,287,15,729,8.31
3.470419.CDJSNGTLYWSXHIO42OD521BG2N255BLXB.1.xlsx,0,643,0,27,123,0,793,8.60
3.470626.HH2OQ0QJCYECCQQRBCUQEAAS3HCLF0M2A.1.xlsx,0,384,0,27,285,90,741,18.08
3.470695.L4PGS1VJOBCTJPMRGU3FNJO2WXWO5DNRB.1.xlsx,0,26378,0,923,25227,0,52528,5.68
3.470756.ITOITBJV5X30CL5GI2Q2Z5DFPH1OBCI3B.1.xlsx,0,384,0,26,286,90,741,18.06
3.470763.K3KRZKUFBBAAQVV3RKIGR14MVMW2H1HAA.1.xlsx,0,416,0,27,287,3,733,6.84
3.470774.IDR3GLL1GZJRV25SGDVTKGT3GPYOTXWXA.1.xlsx,0,416,0,27,287,3,733,6.84
3.470775.ELTCDBBW5PUE441T5QWFOYQCPAI2G1OVA.1.xlsx,0,419,0,27,286,1,733,6.61
3.470786.HIFJAG52A1AWSIM4R031TGIB5AO01A1SA.1.xlsx,0,420,0,27,286,0,733,6.49
3.470787.KBAYOVKFQN0PIDRD3LTV4C2KSYHIONZEB.1.xlsx,0,420,0,27,286,0,733,6.49
3.473475.I1VDYO3BG1VRO0LKUMAOH3TPA2ECNM35B.1.xlsx,0,492,0,0,185,0,677,7.54
3.473519.MDD534JJ3WOWCTUBHZACE4KOP3CB4N1TB.1.xlsx,0,492,0,0,184,0,676,7.55
3.473544.GEQ3XTG4KARXSW0UKHYIBMZMIZ2Q1NBTA.1.xlsx,0,492,0,0,171,0,663,7.68
3.473926.M2BDLDUDT3KGDVBY1SHB13SYID2UBS3BA.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.474494.FIZMTMW55425Q3QYV1V1ZCDSN51DBPHEB.1.xlsx,0,492,0,0,185,0,677,7.54
3.475464.PJSGCYICZISOL5LUATZ1SX2D0RWBNKVGA.1.xlsm,0,8419,0,2,317,0,8738,9.67
3.475471.AUAR1BKKWGZHEYRNXZ1LBR2NPCIABZYOA.1.xlsm,0,8353,0,0,280,0,8633,9.71
3.476213.DDN1EWCV4ESSQP010I0KAXCNG3TDHH24B.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.476469.KT2IYQVEHFUKWSISP1MUXGN11IA3EC3OA.1.xlsx,0,492,0,0,171,0,663,7.68
3.476496.C2H5VZMZIXZ1305PZAQGDJCMJLTSJPG1A.1.xlsx,0,492,0,0,184,0,676,7.55
3.476525.CWFUHGLGZWYYIZR5JYKWP25ZK1YAPRB3A.1.xlsx,0,492,0,0,185,0,677,7.54
3.476784.IAIM0FU1WVERMWTLIZQJRNGST2CZOHR2A.1.xlsx,0,703,0,241,531,0,1532,6.51
3.476803.FAP0311JW4E4QOYPOJA1ACSE25IC2QU2B.1.xlsx,0,608,0,202,213,0,1080,7.70
3.476822.OMDQ54ZUH3T4RXHOFOWHSXK53FEDJKJHA.1.xlsx,0,3145,0,57,376,0,3584,9.04
3.476826.GMQC2QHBYCXQWTCHE4BXJAAXXBGOCTYKB.1.xlsx,0,608,0,202,213,0,1080,7.70
3.477067.IXYHAU4LZS2342TK4JVIWOHTDZB4KTZ0A.1.xlsx,0,3011,0,101,666,0,3785,8.40
3.477149.HGRWMTWJJR2A4FV3QB2RHZAJRX11CKVLA.1.xlsm,0,347,0,18,111,0,483,7.79
3.477401.ACVFMR2MB2BGOFTYPWFKNDLAWMJEWPSNB.1.xlsx,0,492,0,0,171,0,663,7.68
3.477441.OR2YFUKNSFGHHADTOWRZP42IZ2Q5MYO3B.1.xlsx,0,492,0,0,184,0,676,7.55
3.477843.I4IHOGPNMOMWZSXJQLYKMIMVCCR2XIAYB.1.xlsx,0,613,0,202,213,0,1080,7.74
3.477882.NKW5EBIITDSGNWFO2HUHGFLGPZETZYKSA.1.xlsx,0,3374,0,25,129,0,3528,9.67
3.477916.MKFQBXTSJRAC5LVKYZE0IHQMPYQK1NOTA.1.xlsx,0,4271,0,658,2438,0,7370,7.02
3.477931.BL25NTWUMIRADTOFAYO1CW2BKARFOPNXA.1.xlsx,0,492,0,0,184,0,676,7.55
3.477968.BG2D1J30ZP4NP2LNJEBU4H2DLRQ1P0LOB.1.xlsx,0,492,0,0,185,0,677,7.54
3.478024.MGDAF2WKXU5KBYX1DOCBSOKMIHQHDTSDB.1.xlsx,0,492,0,0,171,0,663,7.68
3.478960.C302WC0LZJFFZFYXAITA45WKO30YZBTXB.1.xlsx,0,888,0,0,324,0,1218,7.56
3.47936.OJXD0W05H22Y03IOHSGJFYGHZTDBM1L1B.1.xlsm,0,19558,0,2082,1584,208,23409,10.20
3.484164.I0XBFX01YQVF1Z4VTH1POHJJQ0G2FXOOB.2.xlsx,0,314,0,24,162,164,666,29.94
3.484271.BQ3GTW4Q5RMLRU25ZUAB3AR5KJDA1GC5A.1.xlsx,0,1037,0,298,377,28,1762,9.38
3.484273.H2DKH3VSLPVMFGPKEAIITOYOLF0R2MVUB.1.xlsx,0,1081,0,313,389,28,1833,9.34
3.484274.M5VZDXGRK02TEUY1EEIVLLAUAAFBXN2UB.1.xlsx,0,1065,0,308,385,28,1808,9.36
3.484278.HHMXBM4SQWMCGAH4IRXS0B4L2MF4EJJKA.1.xlsx,0,1051,0,303,381,28,1785,9.37
3.484298.BVHWHPNBIGW1WL5WKS3ASGMNWF2IGZCCA.1.xlsx,0,1022,0,293,373,28,1738,9.39
3.484309.PH3NR3ROCLU4FLXJNR4MQPXNSJ1ZQ3DBB.1.xlsx,0,1099,0,319,393,28,1861,9.34
3.48599.OAUT43W5UOFIFOCTKK2RE5KBHIUMUNX4A.1.xlsx,0,489,0,1,288,0,778,6.67
3.490807.F0KHGHMGJNDCCWJ4HR2PGHNUCLIDLW4VA.1.xlsx,0,1129,0,328,401,28,1908,9.31
3.490811.A1RMDLTZ25IRA3JJZEAFPXQ5D2DO2OQHA.1.xlsx,0,1146,0,333,405,28,1934,9.30
3.495953.H5G2JCP53F4UDBPQ4TRN4343VWIZ22QAB.2.xlsx,0,179,0,0,142,0,323,5.98
3.496228.BT2YZPFM4TXQ11S0DCQQRIGJZWSXOJVKB.2.xlsx,0,168,0,0,137,0,313,5.81
3.496987.EGUOVSDDTPCTY5XOEEQSN5NDDTZOFGOFB.2.xlsx,0,168,0,0,137,0,313,5.81
3.496998.C43EUCLMWAWA5QJPA4LKNQY5LVH1N1BAA.2.xlsx,0,179,0,0,142,0,323,5.98
3.50316.CD5G5YULQDSX1CXOB43WOFZPS2XGOOM2A.1.xlsx,0,424,0,0,200,0,624,7.12
3.508420.EMSPOR1SSGMHYZEADESOMT5SQ0XNRWOBA.1.xlsx,0,5316,0,16,97,0,5430,9.84
3.509531.PQLIEBEBBNNLWKMN3WK02NJQLUVVKXGRA.1.xlsx,0,838,0,177,12,0,1027,9.89
3.510181.JYJILMLCNJNFVKGDCVXHGYRCVTKWIXWZA.1.xlsx,0,3495,0,16,81,0,3593,9.79
3.510182.CHGNSHF5VFUNIQBYXFJMJOK3FQYGYJ1OA.1.xlsx,0,3684,0,16,73,0,3773,9.83
3.510183.MYNYZ4KY42BZEW541A5LFRYEDDM0CMBDA.1.xlsx,0,3495,0,16,74,0,3586,9.81
3.519856.JMZ3Q3SJJZYBIKODTRZUXNJWE0DY22INB.1.xlsm,0,1933,0,389,1656,0,3985,6.24
3.522012.HHCSEHMLGZIRHDFLNVNQPIYBRHVLUMMEA.1.xlsx,0,986,0,0,64,0,1050,9.45
3.522825.BXGY2S2YDIDMOQY2PYB2NLNYRAW4BIFXB.1.xlsm,0,1933,0,389,1656,0,3985,6.24
3.524027.NPC2XUMUQYERM1SIUFICOXCYZPU4VZN1B.1.xlsm,0,1933,0,389,1656,0,3985,6.24
3.53209.GIPZJRHZLZVZCFVY5WYP4EG1TYG5QDV1A.1.xlsx,0,255,0,4,118,0,381,7.11
3.532226.G34IYJ2MUG23VTQATHDVQLCLIZQSYD1UB.1.xlsx,0,986,0,0,64,0,1050,9.45
3.53524.GLREKSA4PJUB2QWLZLRFBPVII2LEYKYFB.1.xlsx,0,504,0,0,741,0,1257,4.60
3.53738.LBTNSDZL33NNMS3QVNBBUMGZLQLKMVCXB.1.xlsx,0,424,0,0,200,0,624,7.12
3.539904.BGGRX0EVRW1FTS1DMSX2GOROTXOGEZPLA.1.xlsx,0,488,0,74,248,0,810,7.24
3.539920.DYJNZ3HPMD3GY0IQGZIYZJU33QJ2W2UEB.1.xlsx,0,7754,0,292,108,0,8154,9.88
3.539923.OIRB4U0P3DUWZFIUFG0DZOGIQIWDZSMDB.1.xlsm,0,94284,0,1478,2223,0,97990,9.80
3.540111.PGXX0M03FZ4WNXV1UHQ5BMAPEQ0RZIH4B.1.xlsx,0,296,0,186,30,0,512,9.47
3.540115.MTRNI0QFRDMNHKSPETBUE2JXMVUEKACDB.1.xlsx,0,2292,0,30,4358,0,6680,4.13
3.541406.IDS32ECSUE2YIJMCMPUSX424DXSRVQAKA.2.xlsx,0,572,0,0,482,0,1056,5.87
3.54171.M2BTXVMF5OHXKYZ1S4GODFXL1Z1EZF2PB.1.xlsx,0,681,0,1,574,0,1285,5.75
3.54197.BMRNTLFVCXB3FGJJWKCDMQGMA42B1B4NA.1.xlsx,0,504,0,0,741,0,1257,4.60
3.542297.DCJV22OKDCERUXXGMIIXNVBXKKV5KSJEA.1.xlsx,0,402,0,0,643,0,1087,4.29
3.542480.OCNGBWLYFJAFW5N0BUMIY1ON3DMHVGRFB.2.xlsx,0,572,0,0,482,0,1056,5.87
3.543061.FYC1YU2SSFTBVALXSBRTB3ONP4V4E0GOB.1.xlsx,0,646,0,61,151,0,858,8.42
3.543853.MJTLIJCYNJ5OJEFHPMPUHUYAKVOFCDOZA.2.xlsx,0,572,0,0,482,0,1056,5.87
3.543874.ABOLTZCZ0EOO0V54CQWFSHHEVR41QIARB.1.xlsx,0,402,0,0,643,0,1087,4.29
3.544281.AFISV2TIFS0IAL3LBH4UJOUC5KGAVWQQA.1.xlsx,0,646,0,61,151,0,858,8.42
3.54437.LJMAGAQUMOXAG1J3Q2ZGPSL20E4V4LDWB.1.xlsx,0,297,0,33,85,0,481,7.04
3.544690.KQAS5EMH0CWAIIMJFF5DFLS2TIDHXMU0B.1.xlsx,0,402,0,0,643,0,1087,4.29
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.1.xlsx,0,122,0,2,74,0,198,6.64
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.2.xlsx,0,122,0,2,74,0,198,6.64
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.3.xlsx,0,122,0,1,74,0,197,6.62
3.545070.I3MOWVNXQM1LFBI0IOSYTAEPCANUPM3GB.1.xlsx,0,122,0,1,74,0,197,6.62
3.545074.BAG1CERO0H2VMIL5Y5NPWBOS33DTMMATB.1.xlsx,0,122,0,1,74,0,197,6.62
3.545075.PVDGXXSJX53IZFEOIMNWHDUFGJMU4GWPA.1.xlsx,0,122,0,2,74,0,198,6.64
3.545075.PVDGXXSJX53IZFEOIMNWHDUFGJMU4GWPA.2.xlsx,0,122,0,1,74,0,197,6.62
3.54508.M1CCSFHOODI20X2NXPJV0SA3O4W3AP21A.1.xlsx,0,255,0,4,118,0,381,7.11
3.545092.JXGMPIHB2B1GW5AKGQH1QTM0HVW5T14GB.1.xlsx,0,122,0,2,74,0,198,6.64
3.545092.JXGMPIHB2B1GW5AKGQH1QTM0HVW5T14GB.2.xlsx,0,122,0,1,74,0,197,6.62
3.545093.PP2GNJOAO4CD0ZTHHCKLUPQMIH1IBFZTA.1.xlsx,0,122,0,2,74,0,198,6.64
3.545105.GPJJS4JZIMVYG5YA3PNZPCZ1HU03D2VRA.1.xlsx,0,122,0,1,74,0,197,6.62
3.545183.EYJNS5VC433FHR42ID35XLZLF5AMAURQB.1.xlsx,0,122,0,2,74,0,198,6.64
3.545208.LO42OQVNEPRL5OSNRHG1EMDLKXPODCYHA.1.xlsx,0,122,0,1,74,0,197,6.62
3.545220.JZZ3WKCYE5BWUSFMYLGWSODIDO05YZ0JB.1.xlsx,0,122,0,1,74,0,197,6.62
3.545232.JWE20PSCXU0FKHKZSNPQDJEDBNYEBMSAA.1.xlsx,0,122,0,2,74,0,198,6.64
3.545242.E1K2KVTBFRUV02L4UKZQTWCKPZKHXXKQA.1.xlsx,0,122,0,2,74,0,198,6.64
