workbook,circular,mean,max,p10,p50,p90
3.461637.IRP5SKSSNDIIXYLZOIXS0OO3DQ3QXFP2B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461694.HAF41OCL1KXCAMLM5PD21XYZUHSNTEXOB.1.xlsx,0,0.36,2.00,0.00,0.00,1.00
3.461728.LNHIFTVTDMJ21CF12VKHXMZLZ5IGBF22B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461735.BS1S2WCZMTUY444BLP525T3AKOLGB2IEA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461808.IPMCFIMUUG5EYVBIIARF5S00MWB4JV0IB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461812.DSQVV2C1HO5OQHC440RUQ1OLY01AOX55B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461823.DQKSSR4K4JSA4OV5W5NOTZRI5P2I24PDB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461885.KE1MYDZTSZPASVBQJEGNI1X00B20WLLPB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461896.NBBSI1PLIOAASYFYJJZAM4DYKZ0QI4KMA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.461953.BAKPGONITNVJHYQOBQXLBRIB1VMRSE51B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.462083.AYQBH2VRNSORGUREMVL0L51RKSTMFWC1B.2.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.462102.NKUXNZYVK2ZXUQJANPGIZJRAQXSBUF0FA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.462154.AIRBKOEACRGEEKDXEZG2RB4JXP1JDHV2A.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.462374.MKKJ31GNOLRJOY2PDJG1G3OGA34R3INAA.1.xlsx,0,0.36,2.00,0.00,0.00,1.00
3.462389.BB0FILNG1LBPNJQDYCCJQ3MQAUOYL153A.1.xlsx,0,0.34,2.00,0.00,0.00,1.00
3.462416.ICPRPHTTNJ0E5GXINY12C44PSA0MHJ02A.1.xlsx,0,0.35,2.00,0.00,0.00,1.00
3.462759.N2XR2CFHNILETENI54MFLLPR1M4HONKCB.1.xlsx,0,1.41,4.00,1.00,1.00,3.00
3.463233.KK2S5RZJ5BBGOA2E1XTXKZUO3FC02DHSA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463234.LYOPMCSBDN0DQ4UZCCU2TXDMT4Z3J1MRA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463238.BYOC5RDUG4CNWGJGQ0DDE5XH0KBF5MMYB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463415.ECPGTFYVNCR3NBTQCMIHGDVL0HDBW2B0A.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463416.AGDBKTQWTO4CR31RCNWVYDV3ML1IH2VTA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463417.GUBYATVK4HKXCF0FIA5JIZZY5IUBPCOIB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463418.BRJ24JBCI3EPTPVSMHI5CDCKJLRL2PCEA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463420.PYUZPLRTHTY20V0VEVXHISJUBZTONS4VA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463422.NNQG4NEGHOXWXCQ30R2BOM52YDOBDVDQA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463426.A0HKE5TDQ5TBM4NLSPH0LC24GMTDK2IRA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463427.EZYX5AZHOYYE0DDR11V2ZOXIR0D1CWSMA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463428.LEY1LM2YOMZWEY5OI5UQV4SLRYJM3P3FB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463431.P5WP3FOBGXMED1Q2TS0HEQR2ASXELEX3A.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463432.MXCIHPZCNXEONYMSHU2LGLAQKLRMJTDWB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463437.C1P2EJH2CWUKPBL2RJ0ZHLIBK2BCU5QJA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463440.NSAKBEDLQO2MPQF0GWU0XDEBIGU4AQJXB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463443.NZ42VTPLDCCQWPOAVUIBDV4CYF3KHCWTB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463444.CINLHEJHQAZZFQLVJOHIXQPF0LDMTAXPA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463446.G3ULAS1DGJJSAFAQ32OBIBJAXYEYE5JGA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463447.AZXET4J44NMLQWJGIP2CTZWKBCHZBC1HB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463448.CECFWHKT05ZFRBCODHAUQJ24VEDY51VFA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463452.BASYWSCJ3O4PFRBD041CE10K4IKXKA5RA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463453.LNWYBVMWOIQ5BLSFUIMMMQTTWIY53YQDA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463454.IX5WUTEEJPHXJGONFVPNVLIZZRRLJ4FYB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463459.DBTCOZV1XDV3JPEI1L0HNVEH5HHXJER3A.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463460.PCKHRBMDAA4LPCDWQ00HML2RJ4GTHNIRB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463468.F3PGILUHA05SXFU2JV3G43QXSYRHOVPPB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463471.PT3X5MT3K0CMO4LVOMB232052LTKPRRDA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463472.GBFUVFRQBPAQMHCWKFC5MKVJGML1MS2ZB.2.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463473.GP2V2ELQPUMJU04XC4DLZ4X3URQFGQ4XB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463478.NYBL0MIXHQPMUBZVIZME1ULW1WYL13HOB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463480.INSDXA0C4AB1ED03WHNPT5C0AZKCDWO3B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463482.FGNAIAQOBQE0M4ZNQESZRDLGU4TVIAJGA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463484.MMDYCVEN4KDMMJ5GQOS3YJXYCGSHGAWAA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.463487.G00A14FPS3ZOS4KVVCKVNIORFNRJQ12VB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.464814.MLF1AJOVIWJURHOWSQWOXQYMFOAKESPVA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.464944.BIE1FQRWRI40EX0H2RTJ5NX3GKXFFLNFA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.464995.OPCL4Y4OLTFXK1XQ3RXD4MVECKCOXMSSA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.465007.AED0JC1JIXJE2IEUAXRCZMSBNNFT5V3WB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.465104.IMHD4HATODH1DQRDHOGRFASTVNCAINVRA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.465117.BPQ3ZS5V3IVI2KOQM1ITCIM3ABX0VSK2B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.466482.JQZLEXKGXATIO4FYFUKGR1JAZX2HMUQ4A.1.xlsx,0,1.41,4.00,1.00,1.00,3.00
3.466840.IOSLJFLYGFMGHYLZCRBE1WB4KB2XEEXTB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.467059.PA5K4GJFCLL01FBHIEXWLKKWO50DLDY4B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.467265.HLZ1IKIWOFLOBZTZI3NVJCRY2RFMTMBZB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.467365.AXISKJV1GDSL0WPUDGKDCKBFJROQXBEYB.1.xlsx,0,0.34,2.00,0.00,0.00,1.00
3.467398.N2NRN5UR12D4L2DAJGCRNDRPLUMAUB0HB.1.xlsx,0,0.35,2.00,0.00,0.00,1.00
3.467456.K52THECMV1J04IPADXZGPPERDGUNACKLA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.467800.HVAGFSJ12QNVH5XAWP5KWDMEUOLPEF14B.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.468333.IIHZMHZIDHR0N5Q2VYG1ZQBF20Z5BT0JA.2.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.468795.PWS1PJBHVYUMDPBHOZPH15UFMFQPM11HA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.468825.J000CIPVJZL1KROJZWR20DCNWBWFDT0AA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.468895.P2BXGNJB04E3V2SM1HJH4KFUQ2AEBF3SB.1.xlsx,0,0.34,2.00,0.00,0.00,1.00
3.468934.FOVOREB0P3B0QTRGLZDYBS1CYNFGW3OOA.1.xlsx,0,0.35,2.00,0.00,0.00,1.00
3.469085.DRGZAJBB5V3GE4V3R1JDOR1R3X5YSRXLB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.469636.FMDOAPT1FZJKLC2DRVIQ5NES5CJQ4IT3A.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.469705.ELZOM40YHR3XDXPR04RPDTVLIMTFVUVDA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.469815.MSICUXRXVFYYIEGVT1PQCARFUJ131NMIB.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.469853.AOYBTBOKJCQRVIYFPT23OOAXPJJGDCVXA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.470003.P0NPV1EH0NZJEQCLNXLTC4YLV2MSYIWRA.1.xlsm,0,1.00,1.00,1.00,1.00,1.00
3.470256.CURRJJIDPALSTEFF14M1MDR2MYQRA3G4B.1.xlsx,0,1.41,4.00,1.00,1.00,3.00
3.470340.D4FDJKVEAKJ0MUZ4JPDBOKAAZFT2Y0SVB.1.xlsx,0,1.51,11.00,0.00,1.00,4.00
3.470374.ICXHZGUW1QNRNCYDBRDB0GGNEPC2FJSGB.1.xlsx,0,1.51,11.00,0.00,1.00,4.00
3.470382.FOMPDM2CB3SH45L3HK14WQIBFZMKUAYUB.1.xlsx,0,1.49,11.00,0.00,1.00,4.00
3.470387.LE24MYL00TXXLBNGEM2OKN2355H0PLLYA.1.xlsx,0,1.50,11.00,0.00,1.00,4.00
3.470389.FUIJUUAKBTLCOZQCINFO4J2GEU2TMY01A.1.xlsx,0,1.49,11.00,0.00,1.00,4.00
3.470392.EB5WLFEJ4UBNTPQVV2SO5AYDAIXFAQG2B.1.xlsx,0,1.50,11.00,0.00,1.00,4.00
3.470394.IXBP4AVOV4HD4W5FA2ECDMDCW5F5N4PFB.1.xlsx,0,1.50,11.00,0.00,1.00,4.00
3.470395.C3PZSDOYZ5CBG1TA2QT0G4O0B3MKKCERB.1.xlsx,0,1.50,11.00,0.00,1.00,4.00
3.470402.DHE2K01WSNUFH1251WRTRCKMNVB2AFVSB.1.xlsx,0,1.72,11.00,0.00,1.00,5.00
3.470419.CDJSNGTLYWSXHIO42OD521BG2N255BLXB.1.xlsx,0,0.89,3.00,0.00,1.00,2.00
3.470626.HH2OQ0QJCYECCQQRBCUQEAAS3HCLF0M2A.1.xlsx,0,1.51,11.00,0.00,1.00,4.00
3.470695.L4PGS1VJOBCTJPMRGU3FNJO2WXWO5DNRB.1.xlsx,0,3.53,366.00,1.00,1.00,1.00
3.470756.ITOITBJV5X30CL5GI2Q2Z5DFPH1OBCI3B.1.xlsx,0,1.51,11.00,0.00,1.00,4.00
3.470763.K3KRZKUFBBAAQVV3RKIGR14MVMW2H1HAA.1.xlsx,0,1.75,11.00,0.00,1.00,5.00
3.470774.IDR3GLL1GZJRV25SGDVTKGT3GPYOTXWXA.1.xlsx,0,1.75,11.00,0.00,1.00,5.00
3.470775.ELTCDBBW5PUE441T5QWFOYQCPAI2G1OVA.1.xlsx,0,1.76,11.00,0.00,1.00,5.00
3.470786.HIFJAG52A1AWSIM4R031TGIB5AO01A1SA.1.xlsx,0,1.76,11.00,0.00,1.00,5.00
3.470787.KBAYOVKFQN0PIDRD3LTV4C2KSYHIONZEB.1.xlsx,0,1.76,11.00,0.00,1.00,5.00
3.473475.I1VDYO3BG1VRO0LKUMAOH3TPA2ECNM35B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.473519.MDD534JJ3WOWCTUBHZACE4KOP3CB4N1TB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.473544.GEQ3XTG4KARXSW0UKHYIBMZMIZ2Q1NBTA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.473926.M2BDLDUDT3KGDVBY1SHB13SYID2UBS3BA.1.xlsx,0,1.42,20.00,1.00,1.00,3.00
3.474494.FIZMTMW55425Q3QYV1V1ZCDSN51DBPHEB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.475464.PJSGCYICZISOL5LUATZ1SX2D0RWBNKVGA.1.xlsm,0,0.98,1.00,1.00,1.00,1.00
3.475471.AUAR1BKKWGZHEYRNXZ1LBR2NPCIABZYOA.1.xlsm,0,0.98,1.00,1.00,1.00,1.00
3.476213.DDN1EWCV4ESSQP010I0KAXCNG3TDHH24B.1.xlsx,0,1.42,20.00,1.00,1.00,3.00
3.476469.KT2IYQVEHFUKWSISP1MUXGN11IA3EC3OA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.476496.C2H5VZMZIXZ1305PZAQGDJCMJLTSJPG1A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.476525.CWFUHGLGZWYYIZR5JYKWP25ZK1YAPRB3A.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.476784.IAIM0FU1WVERMWTLIZQJRNGST2CZOHR2A.1.xlsx,0,7.73,58.00,1.00,2.00,26.00
3.476803.FAP0311JW4E4QOYPOJA1ACSE25IC2QU2B.1.xlsx,0,2.97,26.00,0.00,1.00,7.00
3.476822.OMDQ54ZUH3T4RXHOFOWHSXK53FEDJKJHA.1.xlsx,0,1.09,5.00,1.00,1.00,1.00
3.476826.GMQC2QHBYCXQWTCHE4BXJAAXXBGOCTYKB.1.xlsx,0,2.97,26.00,0.00,1.00,7.00
3.477067.IXYHAU4LZS2342TK4JVIWOHTDZB4KTZ0A.1.xlsx,0,1.08,5.00,1.00,1.00,1.00
3.477149.HGRWMTWJJR2A4FV3QB2RHZAJRX11CKVLA.1.xlsm,0,2.26,13.00,0.00,1.00,8.00
3.477401.ACVFMR2MB2BGOFTYPWFKNDLAWMJEWPSNB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.477441.OR2YFUKNSFGHHADTOWRZP42IZ2Q5MYO3B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.477843.I4IHOGPNMOMWZSXJQLYKMIMVCCR2XIAYB.1.xlsx,0,2.97,26.00,0.00,1.00,7.00
3.477882.NKW5EBIITDSGNWFO2HUHGFLGPZETZYKSA.1.xlsx,0,1.42,20.00,1.00,1.00,3.00
3.477916.MKFQBXTSJRAC5LVKYZE0IHQMPYQK1NOTA.1.xlsx,0,1.02,3.00,1.00,1.00,1.00
3.477931.BL25NTWUMIRADTOFAYO1CW2BKARFOPNXA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.477968.BG2D1J30ZP4NP2LNJEBU4H2DLRQ1P0LOB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.478024.MGDAF2WKXU5KBYX1DOCBSOKMIHQHDTSDB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.478960.C302WC0LZJFFZFYXAITA45WKO30YZBTXB.1.xlsx,0,0.96,1.00,1.00,1.00,1.00
3.47936.OJXD0W05H22Y03IOHSGJFYGHZTDBM1L1B.1.xlsm,0,72.36,129.00,1.00,82.00,125.00
3.484164.I0XBFX01YQVF1Z4VTH1POHJJQ0G2FXOOB.2.xlsx,0,0.37,2.00,0.00,0.00,1.00
3.484271.BQ3GTW4Q5RMLRU25ZUAB3AR5KJDA1GC5A.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.484273.H2DKH3VSLPVMFGPKEAIITOYOLF0R2MVUB.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.484274.M5VZDXGRK02TEUY1EEIVLLAUAAFBXN2UB.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.484278.HHMXBM4SQWMCGAH4IRXS0B4L2MF4EJJKA.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.484298.BVHWHPNBIGW1WL5WKS3ASGMNWF2IGZCCA.1.xlsx,0,0.45,2.00,0.00,0.00,1.00
3.484309.PH3NR3ROCLU4FLXJNR4MQPXNSJ1ZQ3DBB.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.48599.OAUT43W5UOFIFOCTKK2RE5KBHIUMUNX4A.1.xlsx,0,6.25,53.00,1.00,3.00,13.00
3.490807.F0KHGHMGJNDCCWJ4HR2PGHNUCLIDLW4VA.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.490811.A1RMDLTZ25IRA3JJZEAFPXQ5D2DO2OQHA.1.xlsx,0,0.46,2.00,0.00,0.00,1.00
3.495953.H5G2JCP53F4UDBPQ4TRN4343VWIZ22QAB.2.xlsx,0,5.08,30.00,1.00,3.00,11.00
3.496228.BT2YZPFM4TXQ11S0DCQQRIGJZWSXOJVKB.2.xlsx,0,3.37,9.00,1.00,3.00,7.00
3.496987.EGUOVSDDTPCTY5XOEEQSN5NDDTZOFGOFB.2.xlsx,0,3.37,9.00,1.00,3.00,7.00
3.496998.C43EUCLMWAWA5QJPA4LKNQY5LVH1N1BAA.2.xlsx,0,5.08,30.00,1.00,3.00,11.00
3.50316.CD5G5YULQDSX1CXOB43WOFZPS2XGOOM2A.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.508420.EMSPOR1SSGMHYZEADESOMT5SQ0XNRWOBA.1.xlsx,0,28.93,351.00,0.00,1.00,119.00
3.509531.PQLIEBEBBNNLWKMN3WK02NJQLUVVKXGRA.1.xlsx,0,0.88,2.00,0.00,1.00,1.00
3.510181.JYJILMLCNJNFVKGDCVXHGYRCVTKWIXWZA.1.xlsx,0,6.06,64.00,0.00,1.00,28.00
3.510182.CHGNSHF5VFUNIQBYXFJMJOK3FQYGYJ1OA.1.xlsx,0,5.65,63.00,0.00,0.00,26.00
3.510183.MYNYZ4KY42BZEW541A5LFRYEDDM0CMBDA.1.xlsx,0,5.71,63.00,0.00,1.00,26.00
3.519856.JMZ3Q3SJJZYBIKODTRZUXNJWE0DY22INB.1.xlsm,0,43.63,237.00,3.00,21.00,143.00
3.522012.HHCSEHMLGZIRHDFLNVNQPIYBRHVLUMMEA.1.xlsx,0,30.70,75.00,7.00,30.00,56.00
3.522825.BXGY2S2YDIDMOQY2PYB2NLNYRAW4BIFXB.1.xlsm,0,43.63,237.00,3.00,21.00,143.00
3.524027.NPC2XUMUQYERM1SIUFICOXCYZPU4VZN1B.1.xlsm,0,43.63,237.00,3.00,21.00,143.00
3.53209.GIPZJRHZLZVZCFVY5WYP4EG1TYG5QDV1A.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.532226.G34IYJ2MUG23VTQATHDVQLCLIZQSYD1UB.1.xlsx,0,30.70,75.00,7.00,30.00,56.00
3.53524.GLREKSA4PJUB2QWLZLRFBPVII2LEYKYFB.1.xlsx,0,50.19,151.00,3.00,36.00,125.00
3.53738.LBTNSDZL33NNMS3QVNBBUMGZLQLKMVCXB.1.xlsx,0,1.26,4.00,0.00,1.00,2.00
3.539904.BGGRX0EVRW1FTS1DMSX2GOROTXOGEZPLA.1.xlsx,0,0.76,2.00,0.00,1.00,1.00
3.539920.DYJNZ3HPMD3GY0IQGZIYZJU33QJ2W2UEB.1.xlsx,0,1.00,2.00,0.00,1.00,2.00
3.539923.OIRB4U0P3DUWZFIUFG0DZOGIQIWDZSMDB.1.xlsm,0,29.06,243.00,2.00,2.00,136.00
3.540111.PGXX0M03FZ4WNXV1UHQ5BMAPEQ0RZIH4B.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.540115.MTRNI0QFRDMNHKSPETBUE2JXMVUEKACDB.1.xlsx,0,0.97,1.00,1.00,1.00,1.00
3.541406.IDS32ECSUE2YIJMCMPUSX424DXSRVQAKA.2.xlsx,0,1.32,2.00,0.00,1.00,2.00
3.54171.M2BTXVMF5OHXKYZ1S4GODFXL1Z1EZF2PB.1.xlsx,0,8.07,32.00,1.00,6.00,19.00
3.54197.BMRNTLFVCXB3FGJJWKCDMQGMA42B1B4NA.1.xlsx,0,50.19,151.00,3.00,36.00,125.00
3.542297.DCJV22OKDCERUXXGMIIXNVBXKKV5KSJEA.1.xlsx,0,0.78,2.00,0.00,1.00,1.00
3.542480.OCNGBWLYFJAFW5N0BUMIY1ON3DMHVGRFB.2.xlsx,0,1.32,2.00,0.00,1.00,2.00
3.543061.FYC1YU2SSFTBVALXSBRTB3ONP4V4E0GOB.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.543853.MJTLIJCYNJ5OJEFHPMPUHUYAKVOFCDOZA.2.xlsx,0,1.32,2.00,0.00,1.00,2.00
3.543874.ABOLTZCZ0EOO0V54CQWFSHHEVR41QIARB.1.xlsx,0,0.78,2.00,0.00,1.00,1.00
3.544281.AFISV2TIFS0IAL3LBH4UJOUC5KGAVWQQA.1.xlsx,0,1.00,1.00,1.00,1.00,1.00
3.54437.LJMAGAQUMOXAG1J3Q2ZGPSL20E4V4LDWB.1.xlsx,0,1.76,4.00,1.00,2.00,3.00
3.544690.KQAS5EMH0CWAIIMJFF5DFLS2TIDHXMU0B.1.xlsx,0,0.78,2.00,0.00,1.00,1.00
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545047.MHZQFPXJJ53TA4FQVB1ZS2P5Y4T2KQSCA.3.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545070.I3MOWVNXQM1LFBI0IOSYTAEPCANUPM3GB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545074.BAG1CERO0H2VMIL5Y5NPWBOS33DTMMATB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545075.PVDGXXSJX53IZFEOIMNWHDUFGJMU4GWPA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545075.PVDGXXSJX53IZFEOIMNWHDUFGJMU4GWPA.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.54508.M1CCSFHOODI20X2NXPJV0SA3O4W3AP21A.1.xlsx,0,2.19,5.00,1.00,2.00,3.00
3.545092.JXGMPIHB2B1GW5AKGQH1QTM0HVW5T14GB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545092.JXGMPIHB2B1GW5AKGQH1QTM0HVW5T14GB.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545093.PP2GNJOAO4CD0ZTHHCKLUPQMIH1IBFZTA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545105.GPJJS4JZIMVYG5YA3PNZPCZ1HU03D2VRA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545183.EYJNS5VC433FHR42ID35XLZLF5AMAURQB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545208.LO42OQVNEPRL5OSNRHG1EMDLKXPODCYHA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545220.JZZ3WKCYE5BWUSFMYLGWSODIDO05YZ0JB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545232.JWE20PSCXU0FKHKZSNPQDJEDBNYEBMSAA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545242.E1K2KVTBFRUV02L4UKZQTWCKPZKHXXKQA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545252.IEVX1GRP3GE25LDV1DS1LQKMX2G1N3SRB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545267.GVDC4DY24YIA2H4FSU2CLJ0P2FFHB25RB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545280.CJCJO2QR30RD0SEIOWZATE0D3P2MBJT1B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545292.BEIPB1EP4J3QLWAG4UCFJVT4SEO2SQAOA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545298.IB3H02LSLE12YF0ROFD1ADJJLQGN1IWOA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545305.PPFQJSSXVAXMQTFXTW0TSZOV2CRBCJP5B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545313.OPSD0JWMCEEFXSLPHOOB0RA0AKS4VYUEA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545316.M3BMULFMVLZIEV5OAO32BVPSS0EAIJO1B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545324.JD4VYGCWARQSKG0GBJZZCAQKSA1I4HYLB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545336.GKA1V5SMU5G2IAQWRPA4WIRHLADBSM1WB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545340.MTYLDBOR2KSI3WMYLYPRNTLIXYX3W2VHB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545343.ERSRRYAS0BYCOAKMVO2024B3DZ4GXLWZA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545362.D52JU1MNGEQW020SNEXSDXCSC044VZR5A.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545363.KRODFCPLFHFYRNZA5E4GWR50GV4LMBW1B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545372.H0S0GJDNHAX2DFXV1Y5M1GU1RS1021N4B.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545380.K3WMS5PUOJQGBQTZACTOFSTAACQE0JHIB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545391.PZW0KXRZPQ3VKLYYSBQRBSYXIKZALCEUA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545402.GH5XBTLJFNFYSRXDMX5Z2OXLGQSA0DOVA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545403.N4MIBZDWCTGAZFWBRE0ZH3F3UH1YK2RJB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545427.KH5V5EQ1EUK5BIELNAHFLTRB31GRAFZVB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545427.KH5V5EQ1EUK5BIELNAHFLTRB31GRAFZVB.2.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545439.AGIMPTRHAVWMNVNKWHGLKWXZILEHMZVOA.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545449.FTGX14H3AUUI2O1WZWPBPTMJHWOSZ2GVB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
3.545462.P5G0I3HEWVBGJME1XIVR1ZA5EWHPQWTNB.1.xlsx,0,1.95,3.00,1.00,2.00,3.00
